636,431,0,678,485,0,604,515,0,645,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,486,0,603,515,0,644,531,0
635,431,0,677,486,0,603,515,0,644,531,0
635,431,0,677,486,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,486,0,603,515,0,644,531,0
635,431,0,677,486,0,603,515,0,644,531,0
635,431,0,677,486,0,603,515,0,644,531,0
635,432,0,677,486,0,603,515,0,644,531,0
635,432,0,677,486,0,603,515,0,644,531,0
635,432,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,644,531,0
635,431,0,677,485,0,603,515,0,645,531,0
635,431,0,677,485,0,603,515,0,645,531,0
635,430,0,677,485,0,603,515,0,645,531,0
635,428,0,678,483,0,604,512,0,647,527,0
635,428,0,678,481,0,604,511,0,647,525,0
635,423,0,680,475,0,608,508,0,651,522,0
635,421,0,681,473,0,610,507,0,652,519,0
635,421,0,682,472,0,611,507,0,653,519,0
634,422,0,682,473,0,611,508,0,653,520,0
634,423,0,682,474,0,611,508,0,653,522,0
634,422,0,681,473,0,610,508,0,652,520,0
633,420,0,681,470,0,610,507,0,652,517,0
633,420,0,680,468,0,610,505,0,652,516,0
631,417,0,677,466,0,606,500,0,650,513,0
631,411,0,677,460,0,606,495,0,650,508,0
628,404,0,676,452,0,604,489,0,649,500,0
628,396,0,676,444,0,605,483,0,650,492,0
625,392,0,675,439,0,605,477,0,650,487,0
622,390,0,674,436,0,604,476,0,650,485,0
619,388,0,669,435,0,603,476,0,647,484,0
617,389,0,667,434,0,601,476,0,644,484,0
611,387,0,663,432,0,596,475,0,641,483,0
609,387,0,660,431,0,595,475,0,638,482,0
603,387,0,656,429,0,589,474,0,634,480,0
601,386,0,653,428,0,587,473,0,632,479,0
595,382,0,649,426,0,583,470,0,628,476,0
592,383,0,644,427,0,579,470,0,625,476,0
585,387,0,637,429,0,572,475,0,617,480,0
582,387,0,635,429,0,570,475,0,614,480,0
578,380,0,631,424,0,565,468,0,611,473,0
575,377,0,628,420,0,563,465,0,607,470,0
569,375,0,622,418,0,557,463,0,603,468,0
566,374,0,620,417,0,555,461,0,600,467,0
560,372,0,614,413,0,549,460,0,595,465,0
556,371,0,611,412,0,547,459,0,592,464,0
551,370,0,604,411,0,541,458,0,587,461,0
547,369,0,603,410,0,539,458,0,584,460,0
541,367,0,596,407,0,533,455,0,579,459,0
539,366,0,594,406,0,530,454,0,575,458,0
532,365,0,587,405,0,524,453,0,570,457,0
529,365,0,585,405,0,522,453,0,566,457,0
524,365,0,579,405,0,516,452,0,561,457,0
519,365,0,574,405,0,510,453,0,555,457,0
513,365,0,568,405,0,505,453,0,549,457,0
508,365,0,563,405,0,500,453,0,545,458,0
504,368,0,559,408,0,496,457,0,540,460,0
501,371,0,557,411,0,494,460,0,539,462,0
497,376,0,553,415,0,490,465,0,535,467,0
494,379,0,549,419,0,487,469,0,532,471,0
489,383,0,545,422,0,483,472,0,528,475,0
486,383,0,542,422,0,480,471,0,525,474,0
483,384,0,539,422,0,477,472,0,523,475,0
476,384,0,532,423,0,470,473,0,515,475,0
473,382,0,529,421,0,467,471,0,513,474,0
471,381,0,527,421,0,465,470,0,509,473,0
468,381,0,524,421,0,462,470,0,507,472,0
466,380,0,521,420,0,460,469,0,505,471,0
463,380,0,519,418,0,457,468,0,502,469,0
458,375,0,513,415,0,451,464,0,496,467,0
456,373,0,511,414,0,448,461,0,493,465,0
454,369,0,510,409,0,446,455,0,492,460,0
453,360,0,507,402,0,442,448,0,488,452,0
452,361,0,505,404,0,438,450,0,484,454,0
448,362,0,500,406,0,433,449,0,477,456,0
447,361,0,498,406,0,430,448,0,476,455,0
445,358,0,496,405,0,428,444,0,473,453,0
443,354,0,493,401,0,423,439,0,467,450,0
442,350,0,491,399,0,420,436,0,466,446,0
437,347,0,486,396,0,416,433,0,460,444,0
436,346,0,485,395,0,414,431,0,458,442,0
435,343,0,483,393,0,412,428,0,455,439,0
432,340,0,479,390,0,408,426,0,451,436,0
429,340,0,477,389,0,405,424,0,450,436,0
